game,position,move1,pct1,move2,pct2,move3,pct3,move4,pct4,move5,pct5
50,start,b2b3,25.3%,e2e4,17.2%,a2a4,6.1%,g1f3,3.0%,g1h3,3.0%
50,after_e4,g7g5,14.1%,e7e5,13.1%,b8a6,8.1%,g8f6,7.1%,e7e6,6.1%
50,after_d4,b7b6,22.2%,e7e5,14.1%,e7e6,8.1%,f7f5,6.1%,g8f6,5.1%
50,italian_game,b2b3,12.1%,g2g4,9.1%,d2d3,7.1%,f3e5,6.1%,a2a4,6.1%
50,queens_gambit,b8c6,7.1%,h7h6,6.1%,f7f5,6.1%,e7e6,6.1%,e7e5,6.1%
100,start,b2b3,23.2%,g1f3,15.2%,e2e4,6.1%,a2a4,6.1%,b2b4,4.0%
100,after_e4,g8f6,16.2%,g7g5,14.1%,e7e5,9.1%,b7b6,7.1%,e7e6,6.1%
100,after_d4,b7b6,15.2%,g8f6,15.2%,e7e6,11.1%,f7f6,6.1%,f7f5,5.1%
100,italian_game,g2g4,17.2%,b2b3,9.1%,a2a4,9.1%,b2b4,8.1%,d2d4,5.1%
100,queens_gambit,e7e6,13.1%,g8f6,11.1%,g8h6,5.1%,b7b5,5.1%,b7b6,5.1%
150,start,b2b3,26.3%,g1f3,19.2%,g1h3,3.0%,b1c3,3.0%,a2a3,3.0%
150,after_e4,g7g5,18.2%,g8f6,15.2%,b7b6,10.1%,b7b5,6.1%,g7g6,6.1%
150,after_d4,b7b6,27.3%,g8f6,13.1%,e7e6,9.1%,b7b5,6.1%,e7e5,4.0%
150,italian_game,b2b3,14.1%,g2g4,13.1%,d2d3,8.1%,b1c3,6.1%,a2a4,6.1%
150,queens_gambit,b7b6,14.1%,g8f6,12.1%,e7e6,10.1%,b7b5,8.1%,f7f6,5.1%
200,start,b2b3,20.2%,g1f3,15.2%,e2e4,12.1%,d2d4,6.1%,a2a4,4.0%
200,after_e4,g7g5,16.2%,e7e5,12.1%,g8f6,10.1%,b7b6,10.1%,e7e6,8.1%
200,after_d4,b7b6,34.3%,e7e6,9.1%,g8f6,8.1%,e7e5,6.1%,f7f5,4.0%
200,italian_game,b2b3,11.1%,g2g4,9.1%,a2a4,7.1%,d2d4,7.1%,d2d3,6.1%
200,queens_gambit,b7b6,11.1%,e7e5,10.1%,g8f6,8.1%,f7f6,8.1%,e7e6,8.1%
250,start,b2b3,23.2%,g1f3,19.2%,e2e4,8.1%,b2b4,5.1%,f2f4,4.0%
250,after_e4,g7g5,20.2%,g8f6,12.1%,b7b6,9.1%,b7b5,7.1%,e7e6,6.1%
250,after_d4,b7b6,26.3%,e7e6,11.1%,g8f6,8.1%,b7b5,7.1%,e7e5,6.1%
250,italian_game,b2b3,14.1%,g2g4,12.1%,d2d3,7.1%,d2d4,5.1%,b2b4,5.1%
250,queens_gambit,e7e6,19.2%,f7f6,12.1%,g8f6,10.1%,g7g6,9.1%,e7e5,8.1%
300,start,b2b3,34.3%,b2b4,11.1%,g1f3,6.1%,e2e3,4.0%,d2d4,4.0%
300,after_e4,g7g5,16.2%,b7b5,11.1%,b7b6,10.1%,g7g6,7.1%,g8f6,6.1%
300,after_d4,b7b6,23.2%,e7e6,11.1%,g8f6,9.1%,e7e5,8.1%,h7h6,7.1%
300,italian_game,b2b3,11.1%,a2a4,10.1%,b1c3,9.1%,g2g4,9.1%,a2a3,6.1%
300,queens_gambit,e7e6,9.1%,b7b5,9.1%,g8f6,8.1%,b7b6,8.1%,f7f6,6.1%
350,start,b2b3,22.2%,g1f3,17.2%,b2b4,7.1%,e2e4,5.1%,c2c4,4.0%
350,after_e4,b7b6,13.1%,g7g5,9.1%,b7b5,9.1%,g8f6,8.1%,a7a5,8.1%
350,after_d4,b7b6,22.2%,e7e6,11.1%,b7b5,8.1%,g8f6,6.1%,e7e5,5.1%
350,italian_game,d2d3,15.2%,g2g4,12.1%,b2b3,10.1%,d2d4,8.1%,b1c3,6.1%
350,queens_gambit,g8f6,9.1%,e7e6,7.1%,b7b6,6.1%,f7f6,6.1%,b7b5,5.1%
400,start,g1f3,28.3%,b2b3,14.1%,b2b4,9.1%,a2a4,5.1%,g2g3,4.0%
400,after_e4,b7b6,11.1%,g7g5,11.1%,b7b5,10.1%,g8f6,9.1%,a7a5,8.1%
400,after_d4,b7b6,18.2%,g8f6,18.2%,e7e6,12.1%,b7b5,8.1%,c7c6,4.0%
400,italian_game,a2a4,9.1%,g2g4,9.1%,b1c3,7.1%,d2d4,6.1%,d2d3,6.1%
400,queens_gambit,g7g6,11.1%,g8f6,11.1%,b7b5,8.1%,e7e6,7.1%,b8c6,5.1%
450,start,b2b3,27.3%,g1f3,15.2%,b2b4,6.1%,d2d4,4.0%,a2a4,4.0%
450,after_e4,g7g5,20.2%,g8f6,9.1%,b7b5,8.1%,b7b6,8.1%,g7g6,6.1%
450,after_d4,b7b6,18.2%,g8f6,16.2%,e7e6,9.1%,b7b5,7.1%,f7f5,5.1%
450,italian_game,g2g4,17.2%,d2d3,10.1%,b1c3,8.1%,a2a4,7.1%,d2d4,6.1%
450,queens_gambit,b7b6,10.1%,e7e6,9.1%,f7f6,9.1%,b7b5,8.1%,g7g6,7.1%
500,start,g1f3,21.2%,b2b3,19.2%,b2b4,9.1%,e2e4,4.0%,d2d4,4.0%
500,after_e4,g8f6,11.1%,g7g5,10.1%,b7b5,9.1%,b7b6,9.1%,g7g6,9.1%
500,after_d4,g8f6,16.2%,b7b6,14.1%,e7e6,14.1%,b7b5,11.1%,e7e5,5.1%
500,italian_game,g2g4,14.1%,b1c3,7.1%,d2d3,7.1%,b2b3,6.1%,b2b4,5.1%
500,queens_gambit,g8f6,14.1%,f7f6,12.1%,e7e6,7.1%,b7b6,7.1%,b7b5,6.1%
550,start,g1f3,22.2%,b2b3,16.2%,a2a4,7.1%,b2b4,6.1%,c2c4,4.0%
550,after_e4,g7g5,13.1%,g7g6,13.1%,g8f6,11.1%,b7b5,7.1%,b7b6,7.1%
550,after_d4,b7b6,22.2%,g8f6,16.2%,g7g6,10.1%,e7e6,6.1%,f7f5,5.1%
550,italian_game,b2b3,21.2%,g2g4,13.1%,a2a4,11.1%,b1c3,9.1%,b2b4,5.1%
550,queens_gambit,g7g6,16.2%,e7e6,11.1%,b7b5,9.1%,b7b6,9.1%,f7f6,7.1%
