game,moves
1,h2h3 e7e5 f2f4 d8h4 g2g3 h4g3
2,h2h3 h7h5 b2b4 b8a6 b1a3 b7b5 c2c4 d7d5 a3b1 h5h4 f2f3 a6b8
3,d2d3 a7a6 e2e4 b7b6 b1a3 d7d6 c1f4 f7f6 g1e2 a6a5 a3b5 g7g5
4,e2e4 f7f6 b2b3 a7a5 d1h5 g7g6 h5e2 c7c5 d2d4 a8a6 g2g4 a6a8
5,e2e4 b8c6 g2g4 g8h6 a2a4 b7b6 f1b5 g7g6 b5c6 d7c6 b2b3 f7f6
6,e2e3 a7a5 f1b5 h7h5 g2g3 c7c5 d1e2 b8c6 f2f3 a8b8 b1a3 h5h4
7,e2e3 a7a5 e1e2 h7h5 e3e4 f7f5 d2d3 d7d6 c1g5 b8c6 c2c3 b7b6
8,h2h4 b7b6 c2c3 e7e6 b1a3 f7f6 c3c4 d7d5 h4h5 g8e7 f2f4 a7a5
9,c2c4 a7a5 h2h4 b7b5 a2a4 f7f5 c4c5 h7h6 f2f4 c8b7 h1h2 a8a6
10,h2h4 b7b6 b2b3 c7c6 c1b2 c6c5 e2e4 h7h5 f1e2 h8h6 g1f3 f7f5
11,h2h4 b7b6 d2d4 d7d6 c1e3 a7a5 a2a3 a5a4 b1c3 a8a6 c3a4 d6d5
12,h2h4 b7b6 d2d4 d7d6 c1e3 f7f6 d1d2 a7a5 b2b3 g7g5 d4d5 e7e6
13,e2e3 g7g5 a2a3 c7c6 h2h3 h7h5 a3a4 f7f6 b2b4 a7a5 e3e4 c6c5
14,d2d3 c7c6 b2b3 b7b6 b1a3 d7d6 a3c4 f7f6 f2f3 c6c5 c4e3 c8e6
15,f2f4 a7a5 c2c4 b7b5 c4c5 b8a6 e2e4 a6c5 f1c4 h7h5 d1c2 c5a4
16,b1a3 a7a5 f2f3 b7b5 c2c4 f7f6 b2b4 g8h6 e2e3 c7c6 a1b1 d7d5
17,e2e3 g7g6 h2h3 e7e6 f2f3 g6g5 g2g3 e8e7 a2a3 g8f6 f1b5 c7c6
